,가게명,메뉴명,가격
1243,정릉동 마마우동,돈까스,"8,000원"
1244,정릉동 마마우동,떡볶이,"6,500원"
1245,정릉동 마마우동,양푼비빔밥,"7,000원"
1246,정릉동 마마우동,새우김밥,"4,500원"
1247,정릉동 마마우동,쇠고기김밥,"4,500원"
1248,정릉동 마마우동,알밥,"4,000원"
1249,정릉동 마마우동,우동,"6,000원"
1250,정릉동 마마우동,얼큰우동,"6,500원"
1251,정릉동 마마우동,어묵우동,"7,000원"
1252,정릉동 마마우동,카레우동,"7,000원"
1253,정릉동 마마우동,튀김우동,"7,000원"
1254,정릉동 마마우동,냉우동,"7,500원"
1255,정릉동 마몽함박,데미그라스함박,"11,000원"
1256,정릉동 마몽함박,청양크림함박,"12,000원"
1257,정릉동 마몽함박,구운버섯샐러드,"11,000원"
1258,정릉동 마몽함박,마몽샐러드,"7,500원"
1259,정릉동 마몽함박,토핑 소시지,"2,500원"
1260,정릉동 마몽함박,음료,"2,000원"
1261,정릉동 마이그릭,딸기에빠진치즈,"6,800원"
1262,정릉동 마이그릭,마이그릭,"6,500원"
1263,정릉동 마이그릭,크라잉넛,"6,500원"
1264,정릉동 마이그릭,마이달링,"6,500원"
1265,정릉동 만남,능이오리백숙,"65,000원"
1266,정릉동 만남,한방오리백숙,"55,000원"
1267,정릉동 만남,옻오리백숙,"55,000원"
1268,정릉동 만남,능이토종백숙,"65,000원"
1269,정릉동 만남,한방토종백숙,"50,000원"
1270,정릉동 만싱양꼬치,양꼬치(10개),"12,000원"
1271,정릉동 만싱양꼬치,명품양갈비,"28,000원"
1272,정릉동 만싱양꼬치,마라탕,"14,000원"
1273,정릉동 만싱양꼬치,꿔바로우,"15,000원"
1274,정릉동 만싱양꼬치,가지볶음,"12,000원"
1275,정릉동 만싱양꼬치,A세트,"39,000원"
1276,정릉동 만싱양꼬치,B세트,"34,000원"
1277,정릉동 만싱양꼬치,C세트,"41,000원"
1278,정릉동 만싱양꼬치,양꼬치(10개),"12,000원"
1279,정릉동 만싱양꼬치,마라양꼬치(10개),"13,000원"
1280,정릉동 만싱양꼬치,명품양갈비,"28,000원"
1281,정릉동 만싱양꼬치,우겹살꼬치(10개),"10,000원"
1282,정릉동 만싱양꼬치,새우꼬치(5개),"8,000원"
1283,정릉동 만싱양꼬치,꿔바로우,"15,000원"
1284,정릉동 만싱양꼬치,마라샹궈(증(2인본)),"25,000원"
1285,정릉동 만싱양꼬치,마라샹궈(대(3~4인본)),"35,000원"
1286,정릉동 만싱양꼬치,가지볶음,"12,000원"
1287,정릉동 만싱양꼬치,지삼선,"12,000원"
1288,정릉동 만싱양꼬치,건두부무침,"12,000원"
1289,정릉동 만싱양꼬치,돼지귀무침,"13,000원"
1290,정릉동 만싱양꼬치,오이무침,"10,000원"
1291,정릉동 만싱양꼬치,마라탕,"14,000원"
1292,정릉동 만싱양꼬치,계란볶음밥,"6,000원"
1293,정릉동 만싱양꼬치,새우볶음밥,"6,000원"
1294,정릉동 만싱양꼬치,물만두,"6,000원"
1295,정릉동 만싱양꼬치,공기밥,"1,000원"
1296,정릉동 만싱양꼬치,사이다,"2,000원"
1297,정릉동 만싱양꼬치,콜라,"2,000원"
1298,정릉동 만싱양꼬치,빙홍차,"3,000원"
1299,정릉동 만싱양꼬치,차파이(복숭아우룽차),"3,000원"
1300,정릉동 만타스시 정릉스타점,만타31P,"23,800원"
1301,정릉동 만타스시 정릉스타점,프리미엄스페셜31p세트,"35,800원"
1302,정릉동 만타스시 정릉스타점,만타11P,"9,800원"
1303,정릉동 만타스시 정릉스타점,모듬회덮밥,"10,500원"
1304,정릉동 만타스시 정릉스타점,연어5p광어5p,"16,000원"
1305,정릉동 만타스시 정릉스타점,광어10P,"16,000원"
1306,정릉동 만타스시 정릉스타점,연어10P,"16,000원"
1307,정릉동 만타스시 정릉스타점,와규초밥10p,"15,000원"
1308,정릉동 만타스시 정릉스타점,참치초밥 10p,"13,500원"
1309,정릉동 만타스시 정릉스타점,사케동,"13,200원"
1310,정릉동 만타스시 정릉스타점,새우튀김우동,"7,000원"
1311,정릉동 만타스시 정릉스타점,냉모밀,"6,500원"
1312,정릉동 만타스시 정릉스타점,에비동,"8,800원"
1313,정릉동 만타스시 정릉스타점,가츠동,"9,800원"
1314,정릉동 만타스시 정릉스타점,가라아케동,"8,800원"
1315,정릉동 맘스터치,에드워드 리 빅싸이순살,"14,900원"
1316,정릉동 맘스터치,에드워드 리 싸이버거 세트,"10,200원"
1317,정릉동 맘스터치,에드워드 리 비프버거 세트,"9,900원"
1318,정릉동 맘스터치,핫치즈 빅싸이순살,"14,500원"
1319,정릉동 맘스터치,에드워드 리 빅싸이순살,"14,900원"
1320,정릉동 맘스터치,에드워드 리 싸이버거 세트,"10,200원"
1321,정릉동 맘스터치,에드워드 리 비프버거 세트,"9,900원"
1322,정릉동 맘스터치,에드워드 리 싸이버거 단품,"7,800원"
1323,정릉동 맘스터치,에드워드 리 비프버거 단품,"8,400원"
1324,정릉동 맘스터치,핫치즈 빅싸이순살,"14,500원"
1325,정릉동 맘스터치,후라이드 빅싸이순살,"11,900원"
1326,정릉동 맘스터치,맘스양념 빅싸이순살,"13,900원"
1327,정릉동 맘스터치,간장마늘 빅싸이순살,"13,900원"
1328,정릉동 맘스터치,후라이드치킨 한마리,"17,900원"
1329,정릉동 맘스터치,맘스양념치킨 한마리,"19,900원"
1330,정릉동 맘스터치,간장마늘치킨 한마리,"19,900원"
1331,정릉동 맘스터치,치즈뿌치(체다) 한마리,"19,900원"
1332,정릉동 맘스터치,후라이드치킨 반마리,"9,900원"
1333,정릉동 맘스터치,맘스양념치킨 반마리,"10,900원"
1334,정릉동 맘스터치,간장마늘치킨 반마리,"10,900원"
1335,정릉동 맘스터치,치즈뿌치(체다) 반마리,"10,900원"
1336,정릉동 맘스터치,(비프)골든맥앤치즈비프버거 세트,"9,400원"
1337,정릉동 맘스터치,(비프)그릴드비프버거 세트,"7,800원"
1338,정릉동 맘스터치,(더블)그릴드더블비프버거 세트,"11,700원"
1339,정릉동 맘스터치,(비프)골든맥앤치즈비프버거 단품,"7,000원"
1340,정릉동 맘스터치,(비프)그릴드비프버거 단품,"5,400원"
1341,정릉동 맘스터치,싱글떡강정세트,"9,600원"
1342,정릉동 맘스터치,싱글통다리세트,"11,000원"
1343,정릉동 맘스터치,싱글치킨세트,"14,500원"
1344,정릉동 맘스터치,싱글순살세트,"16,900원"
1345,정릉동 맘스터치,시그니처불고기버거 세트,"7,700원"
1346,정릉동 맘스터치,슈퍼싸이버거 세트,"11,200원"
1347,정릉동 맘스터치,골든맥앤치즈치킨버거 세트,"8,900원"
1348,정릉동 맘스터치,아라비아따치즈버거 세트,"9,800원"
1349,정릉동 맘스터치,칠리새우버거 세트,"6,500원"
1350,정릉동 맘스터치,시그니처불고기버거 단품,"5,300원"
1351,정릉동 맘스터치,슈퍼싸이버거 단품,"8,800원"
1352,정릉동 맘스터치,골든맥앤치즈치킨버거 단품,"6,500원"
1353,정릉동 맘스터치,아라비아따치즈버거단품,"7,400원"
1354,정릉동 맘스터치,칠리새우버거단품,"4,100원"
1355,정릉동 맘스터치,케이준떡강정S,"4,300원"
1356,정릉동 맘스터치,케이준떡강정R,"11,700원"
1357,정릉동 맘스터치,간장마늘떡강정S,"4,500원"
1358,정릉동 맘스터치,간장마늘떡강정R,"12,200원"
1359,정릉동 맘스터치,치파오떡강정S,"4,500원"
1360,정릉동 맘스터치,후라이드통다리,"5,000원"
1361,정릉동 맘스터치,콘샐러드,"1,900원"
1362,정릉동 맘스터치,코울슬로,"1,900원"
1363,정릉동 맘스터치,바삭크림치즈볼(2조각),"2,100원"
1364,정릉동 맘스터치,바삭크림치즈볼(4조각),"3,800원"
1365,정릉동 맘스터치,케이준양념감자(케이준양념감자(중)),"2,100원"
1366,정릉동 맘스터치,펩시콜라,"1,600원"
1367,정릉동 맘스터치,펩시콜라제로,"1,600원"
1368,정릉동 맘스터치,사이다,"1,600원"
1369,정릉동 맘스터치,청포도에이드,"2,200원"
1370,정릉동 맘스터치,레몬에이드,"2,200원"
1371,정릉동 맛깔참죽 정릉점(선진스포츠),게살누룽지죽,"12,000원"
1372,정릉동 맛깔참죽 정릉점(선진스포츠),완도산 전복죽,"14,000원"
1373,정릉동 맛깔참죽 정릉점(선진스포츠),해물칼국수,"10,000원"
1374,정릉동 맛깔참죽 정릉점(선진스포츠),전복미역국,"13,000원"
1375,정릉동 맛깔참죽 정릉점(선진스포츠),소고기미역국,"10,000원"
1376,정릉동 맛깔참죽 정릉점(선진스포츠),황태미역국,"10,000원"
1377,정릉동 맛깔참죽 정릉점(선진스포츠),완도미역국,"9,000원"
1378,정릉동 맛깔참죽 정릉점(선진스포츠),뚝배기육개장밥,"9,500원"
1379,정릉동 맛깔참죽 정릉점(선진스포츠),해물뚝배기밥,"9,500원"
1380,정릉동 맛깔참죽 정릉점(선진스포츠),새우뚝배기밥,"9,500원"
1381,정릉동 맛깔참죽 정릉점(선진스포츠),날치알뚝배기밥,"9,500원"
1382,정릉동 맛깔참죽 정릉점(선진스포츠),야채죽,"9,000원"
1383,정릉동 맛깔참죽 정릉점(선진스포츠),소고기미역죽,"11,000원"
1384,정릉동 맛깔참죽 정릉점(선진스포츠),김치굴죽/김치참치죽,"11,000원"
1385,정릉동 맛깔참죽 정릉점(선진스포츠),소고기야채죽,"11,000원"
1386,정릉동 맛사랑,반찬4팩,"10,000원"
1387,정릉동 맛짱,후라이드치킨,"20,000원"
1388,정릉동 맛짱,양념치킨,"21,000원"
1389,정릉동 맛짱,반반치킨,"21,000원"
1390,정릉동 맛짱,순살치킨,"20,000원"
1391,정릉동 맛짱,순살양념,"21,000원"
1392,정릉동 맛짱,후라이드치킨,"20,000원"
1393,정릉동 맛짱,양념치킨,"21,000원"
1394,정릉동 맛짱,반반치킨,"21,000원"
1395,정릉동 맛짱,순살치킨,"20,000원"
1396,정릉동 맛짱,순살양념,"21,000원"
1397,정릉동 맛짱,골뱅이소면,"18,000원"
1398,정릉동 맛짱,등심돈까스+감자튀김,"16,000원"
1399,정릉동 맛짱,감자튀김,"13,000원"
1400,정릉동 맛짱,제육볶음,"15,000원"
1401,정릉동 맛짱,모듬소세지,"13,000원"
1402,정릉동 맛짱,닭도리탕,"25,000원"
1403,정릉동 맛짱,돼지고기 김치찌게,"18,000원"
1404,정릉동 맛짱,부산 어묵탕,"15,000원"
1405,정릉동 맛짱,사이다(1.25L),"3,000원"
1406,정릉동 맛짱,콜라(1.25L),"3,000원"
1407,정릉동 맛짱,등심돈가스,"10,000원"
1408,정릉동 맛짱,김치볶음밥,"8,000원"
1409,정릉동 맛짱,치즈김치볶음밥,"8,000원"
1410,정릉동 맛짱,제육덮밥,"8,000원"
1411,정릉동 맛짱,햇반,"2,000원"
1412,정릉동 맛짱,계란후라이 2개,"1,400원"
1413,정릉동 매머드익스프레스 길음역점,아메리카노,"1,600원"
1414,정릉동 매머드익스프레스 길음역점,오레오 초코 프라페,"4,500원"
1415,정릉동 매머드익스프레스 길음역점,녹차 라떼,"3,700원"
1416,정릉동 매머드익스프레스 길음역점,카페라떼,"2,700원"
1417,정릉동 매머드익스프레스 길음역점,베트남 연유 커피,"3,300원"
1418,정릉동 맥주정원,숙성맥주,"4,500원"
1419,정릉동 먹거리,막창양념구이,"10,000원"
1420,정릉동 먹쇠식당,짜글이찌개,"15,000원"
1421,정릉동 먹쇠식당,제육볶음,"15,000원"
1422,정릉동 먹쇠식당,해물파전,"15,000원"
1423,정릉동 먹쇠식당,부추전,"12,000원"
1424,정릉동 먹쇠식당,김치전,"12,000원"
1425,정릉동 먹쇠식당,감자전,"12,000원"
1426,정릉동 먹쇠식당,두부김치,"15,000원"
1427,정릉동 먹쇠식당,육회,"15,000원"
1428,정릉동 먹쇠식당,계란말이,"10,000원"
1429,정릉동 먹쇠식당,닭볶음탕,"35,000원"
1430,정릉동 먹쇠식당,삼겹살(생),"15,000원"
1431,정릉동 먹쇠식당,냉면(물/비빔),"9,000원"
1432,정릉동 먹쇠식당,생선백반,"12,000원"
1433,정릉동 먹쇠식당,짜글이백반,"9,000원"
1434,정릉동 먹쇠식당,제육백반,"9,000원"
1435,정릉동 메가커피 북한산 정릉점,아메리카노(HOT),"1,500원"
1436,정릉동 메가커피 북한산 정릉점,아메리카노(ICE),"2,000원"
1437,정릉동 메가커피 북한산 정릉점,메가리카노(1L),"3,000원"
1438,정릉동 멕시칸 라이브 그릴 서울길음역점,산체스 콤보 파히타(SanchezComboFajita)(기본),"29,300원"
1439,정릉동 멕시칸 라이브 그릴 서울길음역점,타코 2개(Taco 2pcs)(1인분),"9,700원"
1440,정릉동 멕시칸 라이브 그릴 서울길음역점,부리또(Burrito)(1인분),"10,800원"
1441,정릉동 멕시칸 라이브 그릴 서울길음역점,퀘사디야(Quesadilla)(기본),"11,900원"
1442,정릉동 멕시칸 라이브 그릴 서울길음역점,멕시칸 샐러드 보울(Mexican Salad)(1인분),"10,900원"
1443,정릉동 멕시칸 라이브 그릴 서울길음역점,커플세트 A(1~2인분),"23,200원"
1444,정릉동 멕시칸 라이브 그릴 서울길음역점,커플세트 B(2인분),"33,300원"
1445,정릉동 멕시칸 라이브 그릴 서울길음역점,패밀리세트(3~4인분),"59,000원"
1446,정릉동 멕시칸 라이브 그릴 서울길음역점,파티세트(4~5인분),"87,000원"
1447,정릉동 멕시칸 라이브 그릴 서울길음역점,부리또 라이스 보울(Burrito Bowl)(1인분),"12,900원"
1448,정릉동 멕시칸 라이브 그릴 서울길음역점,멕시칸 샐러드 보울(Mexican Salad)(1인분),"10,900원"
1449,정릉동 멕시칸 라이브 그릴 서울길음역점,퀘사디야(Quesadilla)(기본),"11,900원"
1450,정릉동 멕시칸 라이브 그릴 서울길음역점,산체스 콤보 파히타(SanchezComboFajita)(기본),"29,300원"
1451,정릉동 멕시칸 라이브 그릴 서울길음역점,부리또(Burrito)(1인분),"10,800원"
1452,정릉동 멕시칸 라이브 그릴 서울길음역점,산체스 콤보 파히타(SanchezComboFajita)(기본),"29,300원"
1453,정릉동 멕시칸 라이브 그릴 서울길음역점,그릴드치킨파히타(GrilledChickenFajita)(기본),"24,300원"
1454,정릉동 멕시칸 라이브 그릴 서울길음역점,산체스 쉬림프 파히타(기본),"30,300원"
1455,정릉동 멕시칸 라이브 그릴 서울길음역점,산체스 스테이크 파히타(기본),"33,300원"
1456,정릉동 멕시칸 라이브 그릴 서울길음역점,비프 치즈 나초(Beef Cheese Nachos)(기본),"9,900원"
1457,정릉동 멕시칸 라이브 그릴 서울길음역점,멕시칸 윙(6조각) & 감자튀김(Wings)(기본),"9,900원"
1458,정릉동 멕시칸 라이브 그릴 서울길음역점,칠리감자튀김(Chili Potato Fries)(기본),"9,900원"
1459,정릉동 멕시칸 라이브 그릴 서울길음역점,화이타샐러드(Fajita Salad)(기본),"4,500원"
1460,정릉동 멕시칸 라이브 그릴 서울길음역점,또띠아 4장(5인치),"2,000원"
1461,정릉동 멕시칸 라이브 그릴 서울길음역점,코카콜라(355ml)_Coca cola(355ml),"2,000원"
1462,정릉동 멕시칸 라이브 그릴 서울길음역점,칠성사이다(355ml)_Chilisung Cider(355ml),"2,000원"
1463,정릉동 멕시칸 라이브 그릴 서울길음역점,탄산수 트레비(자몽향) 500ml(500ml),"2,500원"
1464,정릉동 멕시칸 라이브 그릴 서울길음역점,산펠레그리노 캔(355ml)(355ml),"3,000원"
1465,정릉동 명호,메뉴 정보 없음,
1466,정릉동 모던분식밀다방,떡볶이,"3,000원"
1467,정릉동 모던분식밀다방,모둠튀김,"3,000원"
1468,정릉동 모던분식밀다방,오뎅 2꼬치,"1,500원"
1469,정릉동 모던분식밀다방,치즈 스파게티,"6,000원"
1470,정릉동 모던분식밀다방,어묵우동,"4,000원"
1471,정릉동 모던분식밀다방,치즈떡볶이,"4,500원"
1472,정릉동 모던분식밀다방,라면,"3,500원"
1473,정릉동 모범 타코야끼,오리지널(9알),"5,500원"
1474,정릉동 모범 타코야끼,오리지널(14알),"8,000원"
1475,정릉동 모범 타코야끼,오리지널(22알),"12,000원"
1476,정릉동 모범 타코야끼,오리지널(28알),"14,000원"
1477,정릉동 모범 타코야끼,[20알]무료 4가지 맛 +음료 세트,"16,800원"
1478,정릉동 모범 타코야끼,타&떡 세트(타코야끼9알+국물 떡볶이),"12,000원"
1479,정릉동 모범 타코야끼,오&떡 세트(오코노미야끼+국물 떡볶이),"16,000원"
1480,정릉동 모범 타코야끼,[20알]무료 4가지 맛 +음료 세트,"16,800원"
1481,정릉동 모범 타코야끼,1인세트,"9,500원"
1482,정릉동 모범 타코야끼,국물 떡볶이,"7,000원"
1483,정릉동 모범 타코야끼,오코노미야끼,"9,700원"
1484,정릉동 모범 타코야끼,오리지널(9알),"5,500원"
1485,정릉동 모범 타코야끼,오리지널(14알),"8,000원"
1486,정릉동 모범 타코야끼,오리지널(22알),"12,000원"
1487,정릉동 모범 타코야끼,오리지널(28알),"14,000원"
1488,정릉동 모범 타코야끼,약간매운맛(9알),"5,500원"
1489,정릉동 모범 타코야끼,타코야끼(반반)(9알),"5,500원"
1490,정릉동 모범 타코야끼,타코야끼(반반)(14알),"8,000원"
1491,정릉동 모범 타코야끼,타코야끼(반반)(22알),"12,000원"
1492,정릉동 모범 타코야끼,타코야끼(반반)(28알),"14,000원"
1493,정릉동 모범 타코야끼,파타코야끼(9알),"6,500원"
1494,정릉동 모범 타코야끼,파타코야끼(14알),"9,000원"
1495,정릉동 모범 타코야끼,파타코야끼(22알),"13,000원"
1496,정릉동 모범 타코야끼,파타코야끼(28알),"15,000원"
1497,정릉동 모범 타코야끼,복숭아 아이스티(ICE캔),"3,500원"
1498,정릉동 모범 타코야끼,레몬에이드,"4,000원"
1499,정릉동 모범 타코야끼,자몽에이드,"4,000원"
